Process Name,Product Flow,Unit,Carbon Footprint (kg CO2 eq),Status
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Electricity,MJ,0.1204353504110576,Success
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Electricity,MJ,0.1204353504110576,Success
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Electricity,MJ,0.1204353504110576,Success
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Electricity,MJ,0.1204353504110576,Success
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Electricity,MJ,0.1204353504110576,Success
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Electricity,MJ,0.1204353504110576,Success
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Electricity,MJ,0.1204353504110576,Success
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Electricity,MJ,0.1204353504110576,Success
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Electricity,MJ,0.1204353504110576,Success
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Electricity,MJ,0.1204353504110576,Success
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Electricity,MJ,0.1204353504110576,Success
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Electricity,MJ,0.1204353504110576,Success
"Electricity grid mix, consumption mix, at consumer, AC, 220V",Electricity,MJ,0.004946007880157629,Success
